"","group_iTreg","group_Th17","group_Th2","group_Th0"
"MLEC",-0.18444086171735,NA,0.255147992821547,0.105859570765639
"PSMD3",-0.190980567630849,0.107705698562254,NA,NA
"HSPB1",0.312657771633746,-0.103650539476093,-0.214556827495326,-0.15607956163885
"SRSF5",-0.264340396918664,NA,0.148999616431202,0.170708625656509
"MXI1",0.182110530318272,NA,-0.258617700789631,NA
"TRIM56",-0.234904002656627,NA,0.121771733170805,0.150038153443879
"PARP10",-0.154957172437372,NA,NA,NA
"FAM110A",0.153721761742097,NA,-0.228106998203908,NA
"RNMT",0.195993690914583,-0.251973700069005,NA,NA
"RIN3",0.103979411265918,-0.103815540861984,NA,NA
"MBP",-0.250625620380905,NA,0.200849248722645,0.276591095858717
"PPP3CC",0.171498247437612,NA,-0.142660859341513,NA
"SNRNP25",-0.219899098451974,NA,0.185619702499428,0.119400392723643
"CLTC",-0.168013502139723,NA,0.151727607260561,0.183166511786633
"PGS1",-0.152850756146286,0.140319897857074,NA,NA
"GPX4",0.258986133048097,-0.27110139437786,NA,NA
"S100A10",0.188414963266831,0.406145751295791,-0.697589309385726,-0.360145562924884
"MT-ND1",-0.231588054112924,0.153801883607803,NA,NA
"RSRC2",0.19543802457289,NA,-0.137796959050939,NA
"CIR1",0.242893010458971,NA,-0.245998689052285,NA
"ALDOC",0.190525819306542,NA,-0.261799008948813,-0.142445369130114
"OSER1",0.155623505761069,NA,-0.252659301235955,-0.150727598091087
"IL10RA",-0.177623944800731,NA,0.233040166038793,0.160696587379846
"MACF1",-0.273550382583594,NA,0.154541705628966,0.29050540039027
"OASL",-0.252228633080487,0.386111976242362,-0.384481707051449,0.215233060654461
"LMNA",0.513976781106077,0.144609943874108,-0.552419502497356,-0.788122589302809
"MX2",-0.271858877589151,0.28161413242403,-0.202632425915732,0.233312793329549
"HINT2",-0.227108900535811,NA,0.195518356569902,NA
"DDX60",-0.204317224224054,0.185481053231576,-0.241317009493891,0.335030621802463
"HSPA5",-0.356483356706779,NA,0.451647763374594,0.104899875198728
"HLA-DQB1",-0.581749211096851,0.561550001842831,NA,NA
"TRAPPC4",-0.175462228360755,NA,NA,0.110679774486931
"CD27",0.193740380769699,-0.251471095029494,-0.167970696135,0.283106958836109
"MAVS",-0.121280081599197,NA,0.103652730742999,NA
"PRR14L",-0.119964110045329,NA,0.166394568103415,NA
"CAPZA2",0.222841001504518,NA,-0.173897821649934,NA
"SMG9",0.145227335574165,NA,NA,NA
"NAP1L4",-0.252044738496742,-0.163834086510293,0.216267162017747,0.420099965084057
"UBE2S",-0.253144514539932,0.138392441566101,0.124468908117518,NA
"RASSF5",0.228571636313008,-0.122420871038294,-0.128182179119192,NA
"HRH2",-0.143541454597107,-0.14174525866575,0.194688386296358,0.239620455768773
"ERAP2",-0.238859425615656,NA,0.195346985280435,0.132290248517521
"SYF2",0.200218735942634,NA,-0.233306022233809,NA
"JHDM1D-AS1",-0.136197370942957,0.102156495360346,NA,NA
"ZDHHC12",-0.170116413450273,NA,NA,0.142291255978256
"DUSP10",0.170617411694676,-0.218610810786643,NA,0.105584449514927
"PSPC1",-0.175304426323836,NA,0.104493962258818,0.18693862241239
"PSMA3",-0.229575237555933,-0.115181709660198,0.157081268695128,0.120632652082104
"CNBP",0.183581164943488,NA,-0.125855037801278,NA
"FDPS",-0.250426524170988,0.120639468591309,0.215307846176546,NA
"EIF2AK2",-0.255587209819116,0.188465090610062,-0.20135486327242,0.367107084141325
"EMB",-0.197577939295312,-0.105440055969118,0.278939018160662,0.152073469916494
"S100A6",-0.647253359515713,1.41815538115855,-0.971141496118106,-0.860260483392627
"RNF157",-0.109152536489437,NA,0.129998353247367,0.19114702238511
"PLP2",NA,0.683887484826873,-0.684585493510377,-0.822764911885625
"PERP",-0.260712502129735,0.695784121551303,-0.398280668090815,-0.442423185037911
"PRG4",-0.191490383629088,0.65823470610346,-0.495232876376493,-0.361981721493991
"KIF2A",-0.207367720393214,-0.756136941869288,0.761435586661047,0.389557075537017
"S100A2",-0.14191706472171,0.333514354308295,-0.159285466398419,-0.168665553070716
"MALAT1",-0.373252666546032,0.933421335104857,-0.967026556577344,-0.108116950073099
"NSMCE1",NA,-0.595227898124064,0.760105949652412,-0.2622230702374
"RPS24",-0.221092652468932,-0.522183071991654,0.6104058322576,0.336923258895608
"TYMP",NA,0.632505431779294,-0.92403089757771,-0.362545669782993
"VOPP1",NA,0.461100168634539,-0.491176449727823,-0.347463828762285
"TSHZ2",NA,0.560130447586372,-0.660484669209559,-0.288382713185656
"IFITM1",NA,0.580973482639481,-0.871277038701669,NA
"DHRS2",NA,0.380458898816493,-0.29126521939744,-0.29853054924016
"PALLD",-0.164607714828173,0.638964749566247,-0.544216341685902,-0.307149190831283
"RAB11FIP1",NA,-0.533050813246814,0.433582871586971,0.292160506041316
"PDE3B",-0.116353338930783,-0.388934752035257,0.382353596486982,0.312504773320124
"CD52",NA,-0.655142300057488,0.104548417974543,0.714459771426048
"CST7",-0.294296145362866,-0.559436797094273,0.593133739394317,0.521478745116314
"CD55",0.284075515650068,-0.479181344203299,0.179015890065876,NA
"CYLD",NA,-0.458186560367303,0.226899965461795,0.348020735774949
"CRIP1",NA,0.463524555364159,-0.573055516587788,-0.32441948659878
"PTPRC",0.165333751661392,-0.525077470327626,NA,0.540911676625885
"PTGER2",-0.269423795524431,-0.376900299573998,0.228066744415534,0.717450494293367
"JUNB",0.135970310297732,0.525690235770057,-0.653168103429484,-0.605622944180887
"IL1R2",-0.119545158379251,0.271493257393757,-0.119090227833532,-0.137589201377953
"ZNRF1",-0.110770789772261,0.2809789288406,-0.173696951014001,NA
"PIK3R1",NA,-0.540171073626905,NA,0.587472733875235
"CD48",-0.184750089600779,-0.478980257905507,0.313630837229095,0.626867058017873
"LYST",0.136050733205407,-0.397268724079708,NA,0.440822280294583
"TXNDC17",-0.136645460987459,0.575068595240139,-0.377111194921022,-0.445416470760267
"RP11-1399P15.1",-0.196951703603637,-0.535245855198942,0.499883132854863,0.475992088247879
"GMFG",NA,-0.431462831354763,0.214981700407439,0.393270109825222
"SESN3",NA,-0.437866349822023,0.113538227246341,0.530728059108372
"RSL1D1",0.188024322906261,-0.353886577375459,0.223081859848739,NA
"STK17B",NA,-0.512167135030557,0.344380687132033,0.362263494200115
"IFI6",-0.340854761606019,0.758093330368609,-1.14591442591399,0.342106535721356
"COTL1",NA,-0.532210363549325,0.244828772630341,0.404418405458626
"IL9",NA,0.927088796276361,NA,NA
"PLAC8",-0.309685821097816,-0.670795658448683,0.239754940492002,1.07251265171729
"WIPF1",0.162284495714176,-0.424455323088508,-0.205140432148864,0.61524518605538
"FURIN",NA,0.522710517210308,-0.518659149551214,-0.280473918026576
"ID2",-0.109895528969574,-0.741438317462543,0.647299236887913,0.390331205832144
"MIAT",NA,0.398105736969553,-0.385867134103118,-0.103169627661901
"CYSLTR1",NA,-0.356812804273089,NA,0.416955693356591
"RP5-1028K7.2",-0.244892176352666,0.442376338113115,-0.35260795963243,NA
"PHF11",NA,0.435421847917549,-0.434298135699264,-0.116737432607769
"DHRS9",NA,0.188799148107885,NA,NA
"RPL10A",NA,-0.231026936383405,0.279382366656187,NA
"SERPINA1",NA,0.353749950108021,NA,NA
"CD38",-0.118206148680551,-0.376431151826319,0.218032670886698,0.514500226920009
"NAPSA",NA,0.387038491047908,-0.337428863370049,-0.324374156502645
"IL4R",NA,-0.36865694005458,0.306017177867657,NA
"SLC39A8",NA,-0.318706887888781,0.354652764714328,0.175881883745243
"IFIT1",-0.31430708669426,0.490414458501721,-0.541087514580674,0.286749351483309
"RPL38",NA,0.254563284737811,-0.180396020667719,-0.115412243622605
"PAK2",0.145672825571719,-0.370894784270621,NA,0.270582735917421
"TBC1D4",NA,-0.316368609219869,0.414774206639735,-0.12449253050612
"NCOA3",NA,-0.289621458737934,0.281921884862742,0.155040755375573
"FAM105A",0.102699752443509,-0.265383127929936,NA,0.133327371945466
"LRRN3",-0.151145834359749,-0.21946558429821,0.195422493370903,0.372391871565885
"LY96",-0.144921809130697,0.389927374163707,-0.30236546461,NA
"INPP4B",NA,-0.343626347165517,0.35694714806529,0.169757066261546
"ZBED2",0.318903546303969,0.476817525420543,-0.814291504388597,-0.766847207625414
"AUH",-0.163406692172898,-0.309565392889683,0.420076434905517,0.216667852069746
"ISG15",-0.148737899454406,0.713896080123151,-1.18972476000577,0.139736056118698
"DNAJB6",NA,0.35773853705575,-0.227942175009227,-0.314654433310927
"CD2",0.23864636004833,0.388024614422612,-0.809315990884697,-0.30400719640291
"ANXA1",0.234848319345822,-0.465163468376454,-0.107958260611162,0.450724005937259
"PHLDA1",0.101006256559902,-0.312993584033465,0.19814959889192,NA
"FOXN3",NA,-0.294797582924131,0.260673043816374,0.193567761960299
"IFI44L",-0.263279539621856,0.506890585978824,-0.68395065711237,0.309751742285105
"BCAT1",-0.141505682822516,0.316248621875767,-0.213961108209925,NA
"IRF7",-0.106792262823929,0.397634971014131,-0.520392586095377,NA
"TIAM1",0.167078706263147,-0.241021659129311,NA,NA
"BARX2",NA,0.176190411948993,-0.137246136474197,-0.168353064671151
"FUT7",NA,0.178180792818672,-0.130654391105,-0.122631927637913
"RPP30",NA,0.348218796021053,-0.166038116142383,-0.387994283581143
"SPINT1",NA,0.12278399173576,NA,NA
"EVL",NA,-0.447334931948348,0.241816085350123,0.52409413785713
"SMAD2",NA,-0.279348264821193,0.330476732911881,NA
"ATM",NA,-0.289095312774123,0.109900570436393,0.444717294536016
"RORA",NA,0.498073961058225,-0.739528933720675,-0.167630347305331
"CLDND1",0.116218736749651,-0.341296130849932,0.15651214127688,0.149275271858875
"LYPLA1",NA,-0.317318317300865,0.310999954673579,0.134892797780046
"MYB",NA,-0.336564069508139,0.289829604637453,0.304503445800816
"HLA-C",NA,0.328063402814408,-0.594659361805463,NA
"GALNT10",NA,0.157375180368479,-0.161524584572583,-0.110947963674703
"SLC38A5",-0.113292376716867,0.228672576906199,-0.105072496065797,NA
"BCL6",NA,0.172797512074258,NA,-0.102835339375853
"EXOC3",NA,-0.35576201153846,0.319224840324422,0.12567343278222
"RPL37A",NA,0.226093566456238,-0.116042750293833,-0.166045267293984
"AQP3",NA,0.347135410057039,-0.377655834847946,-0.129665742533657
"PAG1",0.127951791209558,-0.221868644627041,NA,0.205684634708488
"IL23R",NA,0.128113880638034,-0.109052556161593,NA
"IFIT3",-0.292075132827919,0.440386957732858,-0.809347387097646,0.568662536881908
"ARL4C",NA,-0.386180054437907,NA,0.627166371839072
"CPOX",NA,-0.228286821176059,0.215175157904301,NA
"MAST4",NA,0.241647787397355,-0.328726417764925,NA
"SMCHD1",NA,-0.328410016011144,NA,0.497264091003513
"RPS27",0.258871875807251,0.19607830561279,-0.252326980216269,-0.217089775023903
"RPL13",NA,-0.149454409720619,0.20197174866771,NA
"APBB1IP",0.1033247162709,-0.271417082868037,NA,0.234816118409152
"SMYD3",NA,0.273861188496524,-0.220662140524886,-0.179635157864663
"THEMIS",0.1755185281782,-0.253933801070974,NA,0.148609722506318
"SLC25A5",-0.230939066917617,-0.39705926268018,0.564370569382842,0.243635197930851
"FAM49B",NA,-0.278571291599939,0.153700618697935,0.220691564020966
"IKZF3",-0.226185439368229,0.311073568772101,NA,-0.20553379133621
"SKAP1",0.191559478734845,-0.327479417964077,0.131853694508909,NA
"TNIP2",0.11433007248621,0.253524819892167,-0.396415553096209,-0.21487865176599
"RPS9",NA,-0.173248241758875,0.135162119356315,NA
"CD68",NA,0.255332004604093,-0.235833287057385,-0.182724203816666
"ST8SIA4",-0.145557623065121,-0.17927637469726,0.302718027440501,0.150226445031654
"HCFC1R1",0.187740317590027,0.332419456526461,-0.534624816733553,-0.389358613855581
"TIFA",NA,0.405978630809931,-0.486659201126155,-0.264462861872457
"CAMK4",0.167676073504984,-0.266554285996496,NA,NA
"BLVRB",-0.137124537122315,0.416439851754422,-0.226287646303001,-0.271340166061699
"RPS3",NA,-0.189131835336788,0.201207119052271,-0.127357797046579
"HNRNPA3",-0.148354846142425,-0.288251525683292,0.327422874092892,0.293409039964191
"ITGB7",NA,-0.211584059718082,0.190019386425864,0.260054637696703
"SEPT7",0.168550024086457,-0.248786223176418,0.120079981249891,NA
"FYN",NA,-0.31911747832904,0.229009132862834,0.11571623761189
"USP18",NA,0.329619474980164,-0.510029054804367,0.176545785798096
"PLEKHA1",NA,-0.169609603188426,NA,NA
"NDFIP2",0.12144986301485,-0.347185680890357,0.445511926618888,-0.339796947394575
"EID1",NA,-0.324355752078072,0.389094101588283,0.13183911528464
"C12orf75",-0.405146236936946,-0.574410153704006,0.961255113733072,0.127104282650862
"SFXN1",0.102620954636907,-0.248306092223667,0.114882851420991,NA
"NCR3",NA,-0.236026119891069,NA,0.219641591752447
"C19orf66",-0.192756822906062,0.329957497156197,-0.237590378290615,NA
"SLC25A4",NA,0.165355274418552,NA,-0.137184548549969
"RALB",NA,-0.312933003824291,0.272337563575422,0.104002391071025
"CTSL",0.264415682265009,0.385136113711138,-0.630481118016051,-0.599597993660283
"FLJ21408",-0.107942557722156,-0.147534444939163,0.360893659071807,NA
"RPS6",NA,-0.173819973700452,0.219707167467197,0.281490643201728
"C15orf48",0.156100652352988,0.598652597309274,-0.99187395887115,-0.42585698777695
"FOXN2",NA,-0.231763147698427,NA,0.154630562161855
"RPL11",NA,-0.158400979038769,0.131956847073946,NA
"ETS1",-0.128806278448943,-0.305736801898894,0.167203867089829,0.496537496176388
"DDX24",0.157697572456678,-0.289516579291289,NA,0.180720569182611
"RPL37",NA,0.202085062711239,-0.202500350029554,-0.116136005912131
"SLC25A6",-0.116008169071814,-0.239250030560148,0.360666781373502,0.109496249773668
"AC147651.4",NA,0.292755545380866,-0.327563121903051,-0.295057548115649
"G3BP2",0.145502198649489,-0.32196780151714,NA,0.252482557000034
"GPR157",NA,0.10630966000595,-0.111952311317476,NA
"RBM47",NA,-0.107964342032106,0.28383679263458,NA
"CAB39",NA,-0.219598798973292,0.158380249137878,0.251326045298966
"ITPR1",NA,-0.195825697982767,NA,0.144196889219332
"RNASET2",NA,0.3720738788132,-0.36219721106572,-0.155427785830109
"EHD4",-0.129777192332949,0.232251613437863,-0.232308467125139,0.113782512059117
"SNX10",NA,-0.289150572515004,0.203947282651246,NA
"PHF3",0.20694109166889,-0.301246321074015,NA,0.147217899050383
"LTA",-0.136924233825689,0.796075899903468,-0.786071797684824,-0.473477037685512
"KIF3A",NA,-0.249648812089116,NA,0.29352561821612
"JAKMIP1",NA,0.185988532200552,-0.114198709461177,-0.10639580315378
"FLOT1",NA,0.303243726919337,-0.36988860139369,-0.131452109190546
"GS1-279B7.2",NA,0.118838573873424,-0.124354677592209,-0.10592547573101
"CPNE1",NA,-0.216656521963974,0.255836707695307,0.10875881853809
"BPTF",NA,-0.30027991102965,0.221153780704036,0.291413688907711
"FRMD4B",NA,-0.289617778001491,NA,0.522340765335312
"RPL39",NA,0.150755495326819,-0.213609131892508,-0.181000900467445
"RPS18",NA,-0.144301592010041,0.224765265705161,NA
"RPA2",-0.15970434090355,0.261842256807174,-0.112851983988836,NA
"IL21-AS1",NA,0.187201910866878,NA,NA
"SGCB",NA,0.128718686565918,-0.109237698401726,NA
"CELF2",NA,-0.270796419931334,0.140062576543041,0.168718478208567
"LSR",NA,0.111417014145209,NA,NA
"NOP10",NA,-0.23363794156832,0.115471115581395,0.213329847906421
"OAS1",NA,0.300955174986218,-0.579848829760388,0.263950919720189
"RPL3",-0.100215925517344,-0.192984442982781,0.214439549657793,-0.164540405822745
"STAT4",0.160272938197108,-0.205116338864151,-0.13452072381543,0.230951181585223
"MX1",-0.216154401745361,0.381042533291935,-0.75815658206865,0.514856621655835
"UTRN",NA,-0.270639965749452,NA,0.406940154304391
"RPL4",NA,-0.179341386545089,0.313727997516726,-0.130533379933061
"MVP",NA,0.219180707203154,-0.156240738128186,-0.2066671618625
"HADHA",NA,-0.269982513314702,0.273630813473688,NA
"RPL7",-0.120874457100368,-0.184995336432945,0.297408163325509,-0.111373873044062
"RABAC1",NA,0.268829300621926,-0.104579915305082,-0.284059016348262
"RBL2",-0.161117512601166,-0.207166457841524,0.27279425237187,0.265798469077163
"GLUL",-0.345393685351075,0.675991670636631,-0.44104640914399,-0.150737702700921
"CSGALNACT2",0.145766362608971,-0.232494949874149,NA,0.10263902390681
"LCP1",-0.171287682504568,-0.277109644165976,0.380831920380644,0.237768371781197
"HELZ2",NA,0.160361100640274,-0.152152706617181,NA
"AAED1",NA,0.185298193731897,NA,-0.168053832601514
"LINC01588",NA,0.460171491399851,-0.398328880895418,-0.320473417790404
"CASP3",NA,-0.270111187996685,0.162554330054268,0.248142825653115
"ITGA2",NA,0.107734567170617,-0.114599930778126,NA
"RERE",NA,-0.183525576352451,0.223328794178866,NA
"VGLL4",NA,-0.194801699600385,0.101831506449851,NA
"GZMB",NA,0.820827349562782,-1.58940974086073,NA
"CD53",NA,0.28513792043691,-0.445481728727655,-0.165153995942651
"PCSK1N",NA,0.104719122868001,NA,NA
"RYBP",NA,-0.319729594096943,0.428262823506915,-0.138612903248492
"TAF7",NA,-0.223765313139609,0.215869818199413,0.215889063794143
"RPSA",NA,-0.18168446396028,0.202322469760811,NA
"CAMK1",NA,-0.235542613142626,0.344759585307867,-0.169485030805755
"ATF7IP",0.143906861262525,-0.259385605976729,NA,0.212103956547772
"SMIM3",NA,0.173926548480347,-0.243889784568559,-0.125966239343687
"UPP1",0.198744911428271,0.278237377956327,-0.527306049595074,-0.294214726623422
"EPRS",NA,-0.259677500083388,0.398544547381621,NA
"HAGHL",NA,0.165660037036565,NA,-0.145350261717854
"RAD21",NA,-0.288623712681578,0.251097148371467,0.267726545164304
"IFNAR2",0.12906777620244,-0.220562445947826,NA,NA
"STK26",NA,-0.196914123535513,0.229264903911312,NA
"ICE2",NA,-0.226371073816194,0.102297938064313,0.179697244694913
"FAM43A",NA,-0.111495918975341,NA,0.12207659963221
"SLAMF1",0.108158535866664,0.310556850450559,-0.430979136552792,-0.285250499850516
"F5",NA,0.1777123799719,-0.242897828152182,-0.183586600989985
"ARHGAP18",NA,-0.194696048327102,0.106958014826729,0.193137677989912
"EVI5",0.101742920368816,-0.141831785035971,0.100517442350723,NA
"KDSR",NA,0.275494801309886,NA,-0.2505077432968
"LYN",NA,0.108315985705427,NA,NA
"PIK3CG",NA,-0.112602558863838,NA,NA
"FAS",-0.103667028842126,0.271806354628201,-0.2511289095584,NA
"MDFIC",NA,-0.244866445254803,NA,0.189799678118601
"ARHGDIB",0.198311717069731,-0.298398001955431,NA,0.243001868729665
"QSOX1",NA,0.153704960441937,NA,NA
"RPL15",NA,-0.149242270194539,0.182287067534888,NA
"NPM1",0.114342337080991,-0.202190869980559,0.247965765000382,-0.24374367478678
"CCDC92",NA,0.104080330716606,NA,NA
"NME4",-0.158034231527421,0.182142996902236,NA,-0.15095489550478
"VAMP5",NA,-0.302660737654616,0.31384502858844,0.176014198309097
"IL18R1",-0.181848696692851,-0.210721400793459,0.380461610462294,0.149296319248712
"CHD1",NA,-0.246439270587844,0.126402342660876,0.203549731984631
"TMPRSS6",NA,0.180427418714463,-0.207155736382482,-0.12193728463868
"PTPN22",0.238329339734024,-0.248674516655738,NA,NA
"TAP1",-0.162186433524039,0.227754096794696,-0.169101077852867,0.102237194486186
"CD7",-0.29526372406657,0.417020351605811,-0.305789518532659,0.140699930977165
"AOAH",NA,-0.107262919793687,0.139475742872502,NA
"CIB1",0.116216512181059,0.250353695348982,-0.30028841669029,-0.349658690069894
"TNFRSF25",NA,0.205226637250273,-0.235385689700114,-0.146799517382375
"GYPC",-0.107595563541564,-0.271460694041318,0.230100148710156,0.334112539667728
"CDKN1A",NA,0.186354068308797,-0.225755210360796,-0.172162391752991
"C9orf16",NA,-0.2403788192269,0.199116209605308,NA
"ITGAL",NA,-0.226668903443284,0.125470798027203,0.209682352044576
"CRNDE",NA,0.104097876574813,NA,NA
"CNTRL",NA,-0.25907177336938,0.15383403793126,0.323233951490427
"SPSB1",NA,0.116915213226041,NA,NA
"HSBP1L1",NA,-0.200368886730417,0.20295844956538,NA
"ITM2B",0.234057848903571,-0.313189433363181,-0.263612867192576,0.410146986078053
"NINJ1",NA,0.394968789967372,-0.38572437118817,-0.319468577893551
"RAC3",-0.107404349751153,0.123360551533607,NA,NA
"PDE4D",0.127336302676573,-0.286978992931995,NA,0.288053091226075
"ALPK1",NA,0.156330069044857,-0.152458992915817,NA
"FOSL2",NA,0.152014058746333,-0.110823184596444,NA
"MAGED2",NA,0.219650820095583,-0.215843704643077,-0.168865573127911
"RPL18A",NA,-0.142261857612139,NA,NA
"CALD1",-0.159386248500825,-0.191671643596075,0.532410979715876,-0.189541767467065
"RPS4X",0.121407563496306,-0.160010628721257,0.113840175810108,-0.116312611657234
"TOP2B",-0.18743863075163,-0.200465338035199,0.353951626305192,0.18233132007113
"TLK1",NA,-0.227505471433707,0.135852002236465,0.352164963406203
"PPP1R13L",NA,0.16420157945716,-0.13782590987689,-0.163657392576069
"TSLP",NA,0.151083355705005,-0.108245331312035,-0.134390765083014
"ODF3B",NA,0.138010694893303,-0.176425992538116,-0.118946944578355
"AC020571.3",NA,-0.147354640739692,0.196141423615692,NA
"CCDC88C",NA,-0.21051690951572,0.118752458729956,0.191270210976776
"FGFR1",0.264886242830962,-0.126124815949463,0.115041851915524,0.20603240990092
"HLA-B",NA,0.282696709515908,-0.569555921717101,NA
"EBI3",NA,0.182262394813462,-0.259595377900146,-0.192642836005241
"RPL13A",NA,-0.158938108011041,0.319143473016984,NA
"CTNNAL1",NA,-0.251794133216513,0.388374514694236,-0.128429090355192
"RPL8",NA,-0.135854108904289,0.119194738016145,NA
"TNIK",NA,-0.201261643841778,0.120257564756722,0.289223426166994
"RAP1A",NA,-0.252359155875705,0.25553816865787,NA
"SF3B1",NA,-0.195963763906736,NA,0.144149810022284
"HIST1H1E",-0.356522813286277,-0.375734753007774,0.469597272305525,0.540727897209588
"RPL19",NA,-0.133245947009281,0.150466798751596,NA
"ARID5A",NA,0.342291694621764,NA,-0.644396981209202
"SERPINB1",-0.297296188441408,0.416778062432049,NA,-0.207926609366017
"MIS18BP1",NA,-0.228266739886354,NA,0.267477539365684
"HMSD",NA,0.199603941856671,-0.301616551559097,-0.188225962825902
"IMMT",NA,-0.242783079839146,0.281759446706451,NA
"LTB",-0.249919195915284,0.58325004328544,-1.61278916009018,0.761668118138673
"ITGA4",NA,-0.242452340085862,NA,0.32389811875744
"TNFSF14",-0.212261460750019,0.219372882082115,NA,-0.141639394584791
"LRPPRC",NA,-0.233933933081101,0.213589711539492,NA
"ANG",NA,0.114894715100017,-0.116922559409203,-0.113845152831312
"NEAT1",-0.441482356244341,0.587102076438846,-0.43625009015481,0.201298603924419
"IL2",0.285838194681183,1.03067298676046,-1.75104672366191,-1.53207798623769
"SCAF11",NA,-0.217972978783592,0.166394947066726,0.13020409192787
"TMIGD2",0.129424133022308,0.267369095503378,-0.539640967616413,NA
"NUCB2",-0.184980934381356,-0.255607277725458,0.280274329600374,0.36851579092967
"ZNF770",NA,-0.170081214137375,0.109967941194137,0.124382589112605
"STAG2",-0.106766827399821,-0.191475603058044,0.115111206204507,0.361320398420191
"DOK1",NA,0.132705743733263,NA,NA
"CHRM3-AS2",NA,-0.151369284865815,NA,NA
"TMEM123",NA,-0.24562632409114,NA,0.381160493550114
"IL1R1",NA,0.118705810125819,NA,NA
"HSPB11",NA,0.25083259657279,-0.147829002655564,-0.194743636631177
"MLXIP",NA,0.118238054208833,NA,NA
"CSDE1",0.164664964537658,-0.212951044425906,NA,NA
"QPRT",NA,-0.190621751434616,0.292504159001226,NA
"NSG1",NA,0.126317788411953,NA,NA
"METTL9",NA,-0.205775503658847,0.182284456679871,NA
"PDE4B",NA,0.156775067087989,-0.429774664058505,0.111576354969229
"ATXN1",NA,-0.178506232752586,NA,NA
"IL21",NA,0.128001161724113,NA,-0.168971329034295
"CARD19",-0.135108599742989,0.243665701857063,NA,NA
"TESPA1",NA,-0.190343184581607,0.207467448201446,0.145794392707538
"LPAR6",NA,-0.127474668150041,0.112667965918215,0.121925288304051
"U2AF1L4",NA,-0.184134337362045,0.217084777884682,0.109355460415895
"RPS27A",NA,-0.125183926426623,0.148211359752707,NA
"USMG5",NA,0.189839099349221,-0.220103552185081,-0.148434050087673
"CD63",-0.207011470722149,0.240571033336334,NA,NA
"CALCB",NA,0.101432917346029,NA,NA
"ASUN",0.165392471943258,-0.222427263120239,NA,NA
"HIC1",NA,-0.13556654266454,NA,0.202461049616157
"PSME1",NA,0.205236645096947,-0.223940241971509,-0.128221454875502
"GALNT3",NA,-0.123662428020168,0.157051951678114,NA
"HBS1L",NA,-0.221093326555366,0.156617787168356,0.187284079779609
"THY1",NA,NA,0.22998766626472,NA
"LINC00864",NA,NA,0.198958458529061,NA
"MAOA",NA,NA,0.280294269392563,NA
"EEF1B2",-0.153574247119798,-0.151325000573939,0.401115450501982,NA
"EPSTI1",NA,0.228783828719356,-0.737015115792374,0.55155903897106
"ZBTB38",-0.232762946017792,-0.222271074769024,0.571910211645551,NA
"MGST3",-0.41032309869938,-0.160218129050786,0.888869355059877,-0.485101265939746
"TPT1",0.114412219978179,NA,-0.317631047505897,NA
"DYNC2LI1",-0.146156258949847,-0.134498592650813,0.445527007007757,-0.167869031405454
"PLEKHH2",NA,NA,0.136650185170576,NA
"SLC39A14",NA,-0.107181012797202,0.288706344333842,-0.148771957065128
"GATA3-AS1",NA,NA,0.112502521530199,NA
"SAT1",NA,0.222400186165859,-0.487069939854018,NA
"RPL27A",NA,-0.110076494342521,0.220791266682929,NA
"CHMP5",0.145554681241571,0.217050684718775,-0.528365402868975,NA
"NT5C3A",NA,0.3269531249651,-0.655016974289272,NA
"HSPD1",-0.21078139611401,-0.11716560858551,0.464648861474422,-0.104983971910606
"AGAP9",NA,NA,0.129563342975507,NA
"RPL26",NA,-0.112341458196059,0.243699672255376,NA
"SET",-0.226512682480671,-0.235737350048389,0.471567196661526,0.126823959823193
"RPS2",NA,-0.1142024946322,0.283414377210041,NA
"TPRG1",NA,-0.142715003178588,0.304061428005971,-0.150820254126872
"RPL5",NA,-0.170063725176196,0.34701790041469,-0.103510241075839
"RPS8",NA,NA,0.195523109295277,NA
"CYSLTR2",NA,NA,0.112175422965717,NA
"PITPNC1",NA,0.141160135505248,-0.349134962626367,NA
"ARF5",NA,0.165145792275172,-0.343053640441695,NA
"IFI16",NA,0.160959003632957,-0.568295730449151,0.385197894130128
"TMSB4X",0.156757209082072,NA,-0.447360385199645,NA
"PRDX3",-0.182976891863978,-0.159052290694879,0.426584270923581,NA
"TGFBR3",NA,NA,0.10548967908445,NA
"TRIM22",NA,0.151259609856908,-0.443447396412295,0.105787051608049
"GRK6",-0.116729935074018,NA,0.253755013511622,NA
"CEP55",-0.299260485764444,-0.204432034868377,0.51858182034547,0.125285965058984
"RPS13",NA,-0.130430091508995,0.215487079061663,NA
"GIMAP4",NA,0.246516064677609,-0.641293748978224,0.419350491459257
"ADGRE5",0.139526605032554,0.138204927801009,-0.356141424540655,NA
"SCPEP1",NA,NA,0.275751943254364,NA
"PPDPF",0.230008968324177,NA,-0.430806204333008,NA
"PDE4A",NA,NA,0.139638432467876,NA
"RPL7A",NA,NA,0.229580962704612,-0.111373873044062
"HSP90AB1",NA,-0.201760531440433,0.414530444023627,-0.335887183157077
"TRAT1",0.274548572190181,-0.25463286254067,-0.478227431248498,0.470820697437095
"PTPRA",-0.172031816593085,-0.105409682528905,0.368239056921611,NA
"GAD1",NA,NA,0.196834720089384,NA
"FTH1",-0.196751157578164,0.50640153081241,-0.603811522456772,0.121275672483844
"HELLS",-0.204341662059832,-0.227586323014255,0.432006769305343,0.136929363506741
